method,trial,bin,n_bin,coverage,mean_width
abs,306,0,39762,0.9991700618681153,2.4261132613474485
abs,306,1,40146,0.9932994569820156,2.4261132613474485
abs,306,2,40171,0.9501879465285903,2.4261132613474485
abs,306,3,40175,0.8618046048537648,2.4261132613474485
abs,306,4,39746,0.7575101897046244,2.4261132613474485
norm,306,0,39762,0.9294301091494391,0.8842426828187715
norm,306,1,40146,0.8847705873561501,1.365750411112174
norm,306,2,40171,0.9087152423390008,2.1469895687698304
norm,306,3,40175,0.8979215930304916,2.7448471889507275
norm,306,4,39746,0.8879132491319881,3.5022523375758743
cqr,306,0,39762,0.9589557869322469,1.0311329914955165
cqr,306,1,40146,0.9210880286952623,1.5251301537320443
cqr,306,2,40171,0.9181001219785417,2.158205231367672
cqr,306,3,40175,0.8871935283136279,2.6083768015621183
cqr,306,4,39746,0.8760126805213103,3.163565191304716
abs,307,0,39762,0.9990694633066747,2.3024842646591166
abs,307,1,40146,0.9905843670602301,2.3024842646591166
abs,307,2,40171,0.9375171143362127,2.3024842646591166
abs,307,3,40175,0.8408711885500934,2.3024842646591166
abs,307,4,39746,0.731595632264882,2.3024842646591166
norm,307,0,39762,0.9312911825360898,0.8905667296147949
norm,307,1,40146,0.8868629502316545,1.3755181702120043
norm,307,2,40171,0.9107067287346593,2.16234470007857
norm,307,3,40175,0.9008338518979465,2.764478159506822
norm,307,4,39746,0.8903537462889347,3.5273002210411994
cqr,307,0,39762,0.9544791509481414,1.0110868085948057
cqr,307,1,40146,0.9161311214068649,1.5050839708313337
cqr,307,2,40171,0.9154862960842399,2.1381590484669615
cqr,307,3,40175,0.884281269446173,2.588330618661408
cqr,307,4,39746,0.8736728224223821,3.1435190084040054
abs,308,0,39762,0.9987425179819929,2.1333001017338336
abs,308,1,40146,0.984108005778907,2.1333001017338336
abs,308,2,40171,0.9155858704040228,2.1333001017338336
abs,308,3,40175,0.8079900435594275,2.1333001017338336
abs,308,4,39746,0.6959442459618578,2.1333001017338336
norm,308,0,39762,0.9205271364619486,0.854369202003079
norm,308,1,40146,0.8728889553131072,1.319609550126677
norm,308,2,40171,0.899305469119514,2.0744551243911897
norm,308,3,40175,0.8864467952706907,2.6521145699148136
norm,308,4,39746,0.8757610828762643,3.3839313494001306
cqr,308,0,39762,0.9276696343242291,0.9181652682402022
cqr,308,1,40146,0.8932894933492751,1.4121624304767297
cqr,308,2,40171,0.9005999352766921,2.0452375081123573
cqr,308,3,40175,0.8701182327317983,2.495409078306804
cqr,308,4,39746,0.8626276858048608,3.0505974680494017
abs,309,0,39762,0.998943715104874,2.20129358943052
abs,309,1,40146,0.9869974592736511,2.20129358943052
abs,309,2,40171,0.9251450051031839,2.20129358943052
abs,309,3,40175,0.8210329807093963,2.20129358943052
abs,309,4,39746,0.7110401046646203,2.20129358943052
norm,309,0,39762,0.9247774256828127,0.8683024748789824
norm,309,1,40146,0.8786678623025955,1.3411300823608163
norm,309,2,40171,0.9036369520300714,2.108285872560943
norm,309,3,40175,0.8920472930927194,2.695365937021852
norm,309,4,39746,0.8814220298898002,3.4391173729295064
cqr,309,0,39762,0.9336803983703033,0.9355046138309979
cqr,309,1,40146,0.8978229462462014,1.4295017760675255
cqr,309,2,40171,0.9034875905503971,2.062576853703153
cqr,309,3,40175,0.8729807093963908,2.5127484238976003
cqr,309,4,39746,0.864841745081266,3.0679368136401974
abs,310,0,39762,0.9990443136663145,2.275680845242511
abs,310,1,40146,0.9896876401135855,2.275680845242511
abs,310,2,40171,0.9345547783226705,2.275680845242511
abs,310,3,40175,0.8360920970752956,2.2756808452425106
abs,310,4,39746,0.7259850047803552,2.275680845242511
norm,310,0,39762,0.9333031537649011,0.897656324204997
norm,310,1,40146,0.8894784038260349,1.386468350421945
norm,310,2,40171,0.913146299569341,2.1795586232783064
norm,310,3,40175,0.9038954573739888,2.786485527121879
norm,310,4,39746,0.8930458410909274,3.555380237657056
cqr,310,0,39762,0.9219606659624767,0.9004355602371604
cqr,310,1,40146,0.8889553131071589,1.3944327224736879
cqr,310,2,40171,0.8977122800029872,2.0275078001093156
cqr,310,3,40175,0.867056627255756,2.4776793703037625
cqr,310,4,39746,0.8604136265284557,3.03286776004636
abs,311,0,39762,0.9992706604295558,2.457049428015769
abs,311,1,40146,0.993947093110148,2.457049428015769
abs,311,2,40171,0.9533494311816982,2.457049428015769
abs,311,3,40175,0.8669570628500312,2.457049428015769
abs,311,4,39746,0.7632717757761788,2.457049428015769
norm,311,0,39762,0.9311402846939288,0.8898128098158051
norm,311,1,40146,0.8865889503312908,1.3743537090347477
norm,311,2,40171,0.9105075800950935,2.1605141415955074
norm,311,3,40175,0.9005102675793404,2.762137857821368
norm,311,4,39746,0.8900769888793841,3.524314143316542
cqr,311,0,39762,0.9516875408681655,0.9984417121101635
cqr,311,1,40146,0.9134160314850794,1.4924388743466912
cqr,311,2,40171,0.9136690647482014,2.125513951982319
cqr,311,3,40175,0.8824144368388301,2.5756855221767654
cqr,311,4,39746,0.8723393549036381,3.130873911919363
abs,312,0,39762,0.9993209597102761,2.4832205652920596
abs,312,1,40146,0.9942958202560653,2.4832205652920596
abs,312,2,40171,0.9556396405367056,2.4832205652920596
abs,312,3,40175,0.870815183571873,2.4832205652920596
abs,312,4,39746,0.7680018115030444,2.4832205652920596
norm,312,0,39762,0.93310195664202,0.896399906669833
norm,312,1,40146,0.8889802221890101,1.3845277601309305
norm,312,2,40171,0.9128973637698837,2.1765079728240466
norm,312,3,40175,0.9032731798382079,2.7825853827310314
norm,312,4,39746,0.8924168469783123,3.550403898768424
cqr,312,0,39762,0.956868366782355,1.0216773939033663
cqr,312,1,40146,0.918796393164948,1.5156745561398937
cqr,312,2,40171,0.9168056558213636,2.1487496337755214
cqr,312,3,40175,0.8858742999377722,2.5989212039699683
cqr,312,4,39746,0.8750062899411262,3.154109593712566
abs,313,0,39762,0.9990694633066747,2.295272993593888
abs,313,1,40146,0.9903850944054202,2.295272993593888
abs,313,2,40171,0.936645839038112,2.295272993593888
abs,313,3,40175,0.8397013067828252,2.295272993593888
abs,313,4,39746,0.730387963568661,2.295272993593888
norm,313,0,39762,0.91725768321513,0.845535274159394
norm,313,1,40146,0.8693767747720819,1.3059651730583957
norm,313,2,40171,0.8963182395260262,2.05300586470244
norm,313,3,40175,0.8827629122588675,2.6246924803908884
norm,313,4,39746,0.8719871182005736,3.3489424882631664
cqr,313,0,39762,0.9224133594889593,0.9016126854065435
cqr,313,1,40146,0.8893538584167787,1.3956098476430712
cqr,313,2,40171,0.8980358965422818,2.0286849252786987
cqr,313,3,40175,0.867255756067206,2.478856495473145
cqr,313,4,39746,0.8605142655864741,3.0340448852157427
abs,314,0,39762,0.9987425179819929,2.1325032438746057
abs,314,1,40146,0.984108005778907,2.1325032438746057
abs,314,2,40171,0.9155360832441314,2.1325032438746057
abs,314,3,40175,0.8077411325451151,2.1325032438746057
abs,314,4,39746,0.6957681276103256,2.1325032438746057
norm,314,0,39762,0.927996579648911,0.8787159541903885
norm,314,1,40146,0.882927315299158,1.3572141438147642
norm,314,2,40171,0.9069477981628538,2.1335703695554993
norm,314,3,40175,0.895980087118855,2.727691236366136
norm,314,4,39746,0.8851959945654909,3.4803624213413396
cqr,314,0,39762,0.9527438257632915,1.0036808254872007
cqr,314,1,40146,0.9147362128231953,1.4976779877237283
cqr,314,2,40171,0.9144158721465734,2.130753065359356
cqr,314,3,40175,0.8832856253889234,2.5809246355538025
cqr,314,4,39746,0.8729431892517486,3.1361130252963996
abs,315,0,39762,0.9989688647452342,2.2288873085293517
abs,315,1,40146,0.9881681861206596,2.2288873085293517
abs,315,2,40171,0.9287794677752608,2.228887308529352
abs,315,3,40175,0.8263347853142502,2.2288873085293517
abs,315,4,39746,0.7163739747395964,2.2288873085293517
norm,315,0,39762,0.9128313465117449,0.8311359767812235
norm,315,1,40146,0.8633985951277836,1.283724846170677
norm,315,2,40171,0.8907918647780737,2.0180435835671346
norm,315,3,40175,0.8760423148724331,2.579994490009624
norm,315,4,39746,0.8656720173099179,3.2919106644414664
cqr,315,0,39762,0.9217343191992354,0.8993479919324575
cqr,315,1,40146,0.888656404124944,1.3933451541689852
cqr,315,2,40171,0.8974384506235842,2.026420231804613
cqr,315,3,40175,0.8668574984443062,2.4765918019990596
cqr,315,4,39746,0.8602878277059327,3.0317801917416567
abs,316,0,39762,0.9989688647452342,2.2243797117836834
abs,316,1,40146,0.9880187316295521,2.224379711783684
abs,316,2,40171,0.9282069154365089,2.2243797117836834
abs,316,3,40175,0.8257622899813317,2.2243797117836834
abs,316,4,39746,0.7155437025109445,2.2243797117836834
norm,316,0,39762,0.9176349278205321,0.8467871053082592
norm,316,1,40146,0.8698500473272556,1.3078986794808132
norm,316,2,40171,0.8966667496452665,2.056045379160063
norm,316,3,40175,0.8833602986932172,2.6285783878196622
norm,316,4,39746,0.8723896744326473,3.353900661683825
cqr,316,0,39762,0.9227403048136411,0.9033487605986348
cqr,316,1,40146,0.8899018582175061,1.3973459228351623
cqr,316,2,40171,0.8983595130815762,2.03042100047079
cqr,316,3,40175,0.8675544492843809,2.480592570665237
cqr,316,4,39746,0.8607910229960247,3.035780960407834
abs,317,0,39762,0.9991449122277551,2.3887215061217404
abs,317,1,40146,0.9925770936083296,2.388721506121741
abs,317,2,40171,0.946877100395808,2.388721506121741
abs,317,3,40175,0.855457373988799,2.3887215061217404
abs,317,4,39746,0.7501886982337845,2.3887215061217404
norm,317,0,39762,0.9241989839545295,0.8662081433809524
norm,317,1,40146,0.8780202261744632,1.337895298336004
norm,317,2,40171,0.9030643996913196,2.103200721202402
norm,317,3,40175,0.8913005600497822,2.688864758061826
norm,317,4,39746,0.8807427162481759,3.4308222775590234
cqr,317,0,39762,0.9536240631758965,1.0073883531907926
cqr,317,1,40146,0.9153340307876252,1.5013855154273201
cqr,317,2,40171,0.9149137437454881,2.134460593062948
cqr,317,3,40175,0.883758556316117,2.5846321632573948
cqr,317,4,39746,0.8734463845418406,3.1398205529999923
abs,318,0,39762,0.9991449122277551,2.384453466814733
abs,318,1,40146,0.9924276391172221,2.384453466814733
abs,318,2,40171,0.9465036966966219,2.384453466814733
abs,318,3,40175,0.8546359676415681,2.384453466814733
abs,318,4,39746,0.7492577869471142,2.384453466814733
norm,318,0,39762,0.9402947537850209,0.9297082869268947
norm,318,1,40146,0.9007123997409455,1.4359739693147573
norm,318,2,40171,0.9232530930273083,2.2573825408064057
norm,318,3,40175,0.9148724331051649,2.885980543011747
norm,318,4,39746,0.904065817943944,3.682329618802987
cqr,318,0,39762,0.9551581912378653,1.0138784044880167
cqr,318,1,40146,0.9167787575349973,1.5078755667245445
cqr,318,2,40171,0.9157850190435887,2.140950644360172
cqr,318,3,40175,0.8847790914747977,2.5911222145546184
cqr,318,4,39746,0.8740753786544558,3.1463106042972164
abs,319,0,39762,0.9990443136663145,2.2695344828571926
abs,319,1,40146,0.9894634583769242,2.2695344828571926
abs,319,2,40171,0.9337581837644071,2.2695344828571926
abs,319,3,40175,0.8348724331051649,2.2695344828571926
abs,319,4,39746,0.7248024958486389,2.2695344828571926
norm,319,0,39762,0.911272068809416,0.8268056513897397
norm,319,1,40146,0.8614307776615354,1.2770364745295166
norm,319,2,40171,0.8891488885016554,2.007529316810346
norm,319,3,40175,0.8740012445550716,2.566552386717159
norm,319,4,39746,0.863759875207568,3.274759386269231
cqr,319,0,39762,0.9258337105779387,0.911433011869485
cqr,319,1,40146,0.8917451302744981,1.4054301741060127
cqr,319,2,40171,0.8995792984989172,2.03850525174164
cqr,319,3,40175,0.8689483509645302,2.488676821936087
cqr,319,4,39746,0.8616464549891814,3.043865211678684
abs,320,0,39762,0.9990946129470348,2.3668091278053716
abs,320,1,40146,0.992004184725751,2.3668091278053716
abs,320,2,40171,0.9449851883199323,2.3668091278053716
abs,320,3,40175,0.8517237087741133,2.3668091278053716
abs,320,4,39746,0.7458108992099834,2.3668091278053716
norm,320,0,39762,0.9332025552034606,0.8967847081683143
norm,320,1,40146,0.8890051312708613,1.3851221024025255
norm,320,2,40171,0.9129471509297752,2.1774422918965586
norm,320,3,40175,0.9034723086496578,2.7837798752973066
norm,320,4,39746,0.8926936043878629,3.5519279961386885
cqr,320,0,39762,0.9589557869322469,1.0312226622382996
cqr,320,1,40146,0.9211129377771136,1.5252198244748272
cqr,320,2,40171,0.9181001219785417,2.158294902110455
cqr,320,3,40175,0.8872682016179216,2.6084664723049014
cqr,320,4,39746,0.8760378402858149,3.1636548620474993
abs,321,0,39762,0.9991700618681153,2.41415344900756
abs,321,1,40146,0.993025457081652,2.4141534490075602
abs,321,2,40171,0.9490428418510866,2.41415344900756
abs,321,3,40175,0.8594648413192284,2.4141534490075602
abs,321,4,39746,0.7548684144316409,2.41415344900756
norm,321,0,39762,0.9356420703183944,0.9068819483611863
norm,321,1,40146,0.8928411298759528,1.4007177190951654
norm,321,2,40171,0.9160837420029374,2.201958943024903
norm,321,3,40175,0.907255756067206,2.8151235119460307
norm,321,4,39746,0.8962411311830121,3.591920504706382
cqr,321,0,39762,0.9564659725365927,1.0199115454843648
cqr,321,1,40146,0.9180989388731131,1.5139087077208921
cqr,321,2,40171,0.9165318264419606,2.14698378535652
cqr,321,3,40175,0.8857249533291848,2.5971553555509668
cqr,321,4,39746,0.8748050118250893,3.152343745293564
abs,322,0,39762,0.998943715104874,2.205757594938457
abs,322,1,40146,0.9872216410103124,2.205757594938457
abs,322,2,40171,0.9259167060815016,2.205757594938457
abs,322,3,40175,0.8222028624766646,2.205757594938457
abs,322,4,39746,0.7118452171287677,2.205757594938457
norm,322,0,39762,0.9135858357225491,0.8334891605519914
norm,322,1,40146,0.8639964130922134,1.287359438534058
norm,322,2,40171,0.8915386721764457,2.0237572423933874
norm,322,3,40175,0.8770877411325451,2.5872991926481426
norm,322,4,39746,0.8667287274191113,3.3012310054768546
cqr,322,0,39762,0.9207786328655501,0.896946279113505
cqr,322,1,40146,0.8879838589149603,1.3909434413500326
cqr,322,2,40171,0.8970401533444524,2.02401851898566
cqr,322,3,40175,0.8665588052271312,2.474190089180107
cqr,322,4,39746,0.8599859105318775,3.029378478922704
abs,323,0,39762,0.9991449122277551,2.3954298487474164
abs,323,1,40146,0.9926518208538834,2.3954298487474164
abs,323,2,40171,0.9474745463145055,2.3954298487474164
abs,323,3,40175,0.8565525824517735,2.3954298487474164
abs,323,4,39746,0.7515976450460423,2.395429848747416
norm,323,0,39762,0.9354660228358734,0.9061110768138766
norm,323,1,40146,0.8927165844666965,1.3995270752220415
norm,323,2,40171,0.9158596997834259,2.2000872247702956
norm,323,3,40175,0.9069819539514623,2.8127305890066747
norm,323,4,39746,0.8958888944799477,3.588867285572094
cqr,323,0,39762,0.9482923394195463,0.9848782415421006
cqr,323,1,40146,0.9097543964529468,1.4788754037786285
cqr,323,2,40171,0.9112543874934654,2.111950481414256
cqr,323,3,40175,0.880522713130056,2.562122051608702
cqr,323,4,39746,0.8708549287978664,3.1173104413512998
abs,324,0,39762,0.9987928172627132,2.1566860747677166
abs,324,1,40146,0.9851541872166591,2.1566860747677166
abs,324,2,40171,0.9193945881357198,2.1566860747677166
abs,324,3,40175,0.8121966397013067,2.1566860747677166
abs,324,4,39746,0.7018567906204398,2.156686074767717
norm,324,0,39762,0.909159499019164,0.8208938879618899
norm,324,1,40146,0.8589896876401136,1.2679055046172234
norm,324,2,40171,0.886684424087028,1.9931752320559575
norm,324,3,40175,0.8712632233976354,2.5482012173583724
norm,324,4,39746,0.8609923011120616,3.2513444486206873
cqr,324,0,39762,0.9251295206478547,0.9094478682535015
cqr,324,1,40146,0.8915458576196882,1.4034450304900292
cqr,324,2,40171,0.8992058947997311,2.0365201081256568
cqr,324,3,40175,0.8686496577473554,2.486691678320103
cqr,324,4,39746,0.8614451768731445,3.0418800680627007
abs,325,0,39762,0.9990694633066747,2.293652841035545
abs,325,1,40146,0.990260548996164,2.293652841035545
abs,325,2,40171,0.9365213711383834,2.293652841035545
abs,325,3,40175,0.839477286869944,2.293652841035545
abs,325,4,39746,0.7301615256881195,2.293652841035545
norm,325,0,39762,0.9238217393491273,0.8651067800924979
norm,325,1,40146,0.8775967717829921,1.3361941959200971
norm,325,2,40171,0.9027158895720794,2.1005265509348003
norm,325,3,40175,0.8908774113254512,2.6854459297411992
norm,325,4,39746,0.8801137221355608,3.4264600676968904
cqr,325,0,39762,0.9393390674513354,0.9536601275112186
cqr,325,1,40146,0.9025805808797888,1.4476572897477462
cqr,325,2,40171,0.9068233302631251,2.080732367383374
cqr,325,3,40175,0.8758431860609832,2.5309039375778206
cqr,325,4,39746,0.8670809641221758,3.086092327320418
abs,326,0,39762,0.9991449122277551,2.4088862819818013
abs,326,1,40146,0.9928760025905445,2.4088862819818013
abs,326,2,40171,0.9485947574120634,2.4088862819818013
abs,326,3,40175,0.8587429993777225,2.4088862819818013
abs,326,4,39746,0.7537362250289338,2.4088862819818013
norm,326,0,39762,0.939615713495297,0.9261297579243168
norm,326,1,40146,0.8995665819757884,1.4304467791537174
norm,326,2,40171,0.922157775509696,2.248693676776926
norm,326,3,40175,0.9136776602364655,2.8748721499606544
norm,326,4,39746,0.9028833090122277,3.668156008087421
cqr,326,0,39762,0.964966550978321,1.0608114842829803
cqr,326,1,40146,0.926493299456982,1.5548086465195081
cqr,326,2,40171,0.9220084140300217,2.1878837241551357
cqr,326,3,40175,0.8916739265712508,2.6380552943495816
cqr,326,4,39746,0.8794092487294319,3.1932436840921796
abs,327,0,39762,0.9990946129470348,2.360034038713839
abs,327,1,40146,0.9918547302346435,2.360034038713839
abs,327,2,40171,0.944263274501506,2.3600340387138385
abs,327,3,40175,0.85065339141257,2.3600340387138385
abs,327,4,39746,0.7446032305137624,2.360034038713839
norm,327,0,39762,0.9321211206679745,0.8931411362207278
norm,327,1,40146,0.8879838589149603,1.379494450648066
norm,327,2,40171,0.9115780040327599,2.1685955000411896
norm,327,3,40175,0.9021530802738021,2.772469577330021
norm,327,4,39746,0.8914607759271373,3.537496767451691
cqr,327,0,39762,0.9527186761229315,1.0032730629258473
cqr,327,1,40146,0.9145867583320879,1.4972702251623748
cqr,327,2,40171,0.9143411914067362,2.1303453027980024
cqr,327,3,40175,0.8832109520846297,2.580516872992449
cqr,327,4,39746,0.872918029487244,3.135705262735047
abs,328,0,39762,0.9990443136663145,2.264542935239997
abs,328,1,40146,0.9892641857221143,2.264542935239997
abs,328,2,40171,0.9330113763660352,2.264542935239997
abs,328,3,40175,0.834150591163659,2.264542935239997
abs,328,4,39746,0.7237961052684547,2.264542935239997
